Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,process,Complex Method,Cyclomatic complexity of the method is 10
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,process,Long Statement,The length of the statement "log.debug("SSH2_AGENTC_SIGN_REQUEST key={}` flags=0x{}` data={}"`signingKey.getAlgorithm()`Integer.toHexString(flags)`BufferUtils.printHex(':'`data));" is 150.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,process,Long Statement,The length of the statement "String keyType=ValidateUtils.checkNotNullAndNotEmpty(KeyUtils.getKeyType(signingKey)`"Cannot resolve key type of %s"`signingKey.getClass().getSimpleName());" is 156.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,process,Missing default,The following switch statement is missing a default case: switch (cmd) {
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentClient,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,getIdentities,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,sign,Magic Number,The method contains a magic number: 0xFF
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,addIdentity,Magic Number,The method contains a magic number: 0xFF
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,removeIdentity,Magic Number,The method contains a magic number: 0xFF
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,removeAllIdentities,Magic Number,The method contains a magic number: 0xFF
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,close,Complex Conditional,The conditional expression (service != null) && isShutdownOnExit() && (!service.isShutdown()) is complex.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.common,AbstractAgentProxy,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,AgentForwardedChannel,doWriteData,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,AgentForwardedChannel,doWriteData,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,AgentServerProxy,createClient,Long Statement,The length of the statement "channel.open().verify(FactoryManagerUtils.getLongProperty(this.service.getSession()`CHANNEL_OPEN_TIMEOUT_PROP`DEFAULT_CHANNEL_OPEN_TIMEOUT));" is 141.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,AgentServerProxy,createClient,Long Statement,The length of the statement "log.debug("createClient(" + service.getSession() + ")["+ getId()+ ")"+ " failed ("+ t.getClass().getSimpleName()+ ")"+ " to create client: "+ t.getMessage());" is 158.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,AgentServerProxy,createClient,Long Statement,The length of the statement "throw (IOException)new IOException("Failed (" + t.getClass().getSimpleName() + ") to create client: "+ t.getMessage()).initCause(t);" is 132.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.local,ProxyAgentFactory,createServer,Long Statement,The length of the statement "throw new IllegalStateException("The session used to create an agent server proxy must be a server session: " + session);" is 121.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Long Statement,The length of the statement "try (ChannelShell channel1=session1.createShellChannel();ByteArrayOutputStream out=new ByteArrayOutputStream();ByteArrayOutputStream err=new ByteArrayOutputStream()){" is 166.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 7L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 15L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 9L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 7L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 15L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 9L
mina-sshd-sshd-1.0.0,org.apache.sshd.agent,AgentTest,testAgentForwarding,Magic Number,The method contains a magic number: 1000
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,AgentClient,Long Statement,The length of the statement "setExecutorService((executor == null) ? ThreadUtils.newSingleThreadExecutor("AgentClient[" + authSocket + "]") : executor);" is 123.
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,AgentClient,Magic Number,The method contains a magic number: 10
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-1.0.0,org.apache.sshd.agent.unix,AgentClient,close,Complex Conditional,The conditional expression (pumper != null) && isShutdownOnExit() && (!pumper.isDone()) is complex.
