Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
1.2.0,org.apache.sshd.agent.common,AbstractAgentClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.2.0,org.apache.sshd.agent.common,AbstractAgentClient,Feature Envy,The tool detected a instance of this smell because process is more interested in members of the type: SshAgent
1.2.0,org.apache.sshd.agent.common,AbstractAgentProxy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.2.0,org.apache.sshd.agent.common,AgentDelegate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.2.0,org.apache.sshd.agent.common,DefaultAgentForwardSupport,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
1.2.0,org.apache.sshd.agent.local,ChannelAgentForwardingFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
1.2.0,org.apache.sshd.agent,SshAgentConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SSH_AGENT_FAILURE; SSH_AGENT_SUCCESS; SSH_AGENT_RSA_IDENTITIES_ANSWER; SSH_AGENT_RSA_RESPONSE; SSH_AGENTC_REQUEST_RSA_IDENTITIES; SSH_AGENTC_RSA_CHALLENGE; SSH_AGENTC_ADD_RSA_IDENTITY; SSH_AGENTC_REMOVE_RSA_IDENTITY; SSH_AGENTC_REMOVE_ALL_RSA_IDENTITIES; SSH_AGENTC_ADD_RSA_ID_CONSTRAINED; SSH2_AGENTC_REQUEST_IDENTITIES; SSH2_AGENTC_SIGN_REQUEST; SSH2_AGENTC_ADD_IDENTITY; SSH2_AGENTC_REMOVE_IDENTITY; SSH2_AGENTC_REMOVE_ALL_IDENTITIES; SSH2_AGENTC_ADD_ID_CONSTRAINED; SSH_AGENTC_ADD_SMARTCARD_KEY; SSH_AGENTC_REMOVE_SMARTCARD_KEY; SSH_AGENTC_LOCK; SSH_AGENTC_UNLOCK; SSH_AGENTC_ADD_SMARTCARD_KEY_CONSTRAINED; SSH2_AGENT_FAILURE; SSH2_AGENT_IDENTITIES_ANSWER; SSH2_AGENT_SIGN_RESPONSE; SSH_AGENT_CONSTRAIN_LIFETIME; SSH_AGENT_CONSTRAIN_CONFIRM; MESSAGES_MAP
1.2.0,org.apache.sshd.agent,AgentTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: shell; started
1.2.0,org.apache.sshd.agent,TestEchoShellFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: shell
1.2.0,org.apache.sshd.agent,TestEchoShell,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: started
1.2.0,org.apache.sshd.agent.unix,AgentClient,Feature Envy,The tool detected a instance of this smell because messageReceived is more interested in members of the type: Buffer
1.2.0,org.apache.sshd.agent.unix,AgentForwardedChannel,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AgentServerProxy; AgentForwardedChannel
1.2.0,org.apache.sshd.agent.unix,AgentServer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AgentServer; SshAgentSession
1.2.0,org.apache.sshd.agent.unix,AgentServerProxy,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AUTH_SOCKET_TIMEOUT; DEFAULT_AUTH_SOCKET_TIMEOUT; END_OF_STREAM_MESSAGE; service; authSocket; pool; handle; piper; pipeService; pipeCloseOnExit; open; innerFinished
1.2.0,org.apache.sshd.agent.unix,ChannelAgentForwarding,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FORWARDER_BUFFER_SIZE; MIN_FORWARDER_BUF_SIZE; DEFAULT_FORWARDER_BUF_SIZE; MAX_FORWARDER_BUF_SIZE; authSocket; pool; handle; out; forwardService; forwarder; shutdownForwarder
1.2.0,org.apache.sshd.agent.unix,ChannelAgentForwardingFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
1.2.0,org.apache.sshd.agent.unix,UnixAgentFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
