Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,process,Missing default,The following switch statement is missing a default case: switch (cmd) {
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentProxy,getIdentities,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentProxy,prepare,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,AgentForwardedChannel,doWriteData,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,AgentForwardedChannel,doWriteData,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,AgentImpl,areKeyEquals,Long Statement,The length of the statement "return d1.getY().equals(d2.getY()) && p1.getG().equals(p2.getG()) && p1.getP().equals(p2.getP())&& p1.getQ().equals(p2.getQ());" is 127.
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,AgentImpl,areKeyEquals,Long Statement,The length of the statement "return p1.getCofactor() == p2.getCofactor() && p1.getOrder().equals(p2.getOrder()) && e1.getW().equals(e2.getW()) && p1.getGenerator().equals(p2.getGenerator()) && p1.getCurve().equals(p2.getCurve());" is 200.
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,AgentClient,Magic Number,The method contains a magic number: 10
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,messageReceived,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,request,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentForwardedChannel,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServer,start,Magic Number,The method contains a magic number: 10000000
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServer,run,Magic Number,The method contains a magic number: 10000000
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServer,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,SshAgentSession,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServerProxy,AgentServerProxy,Complex Method,Cyclomatic complexity of the method is 8
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServerProxy,AgentServerProxy,Magic Number,The method contains a magic number: 10000000
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServerProxy,run,Magic Number,The method contains a magic number: 10000000
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServerProxy,close,Complex Method,Cyclomatic complexity of the method is 18
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,ChannelAgentForwarding,doInit,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,ChannelAgentForwarding,run,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthKeyboardInteractive,next,Complex Conditional,The conditional expression num == 1 && password != null && !echo[0] && prompt[0].toLowerCase().startsWith("password:") is complex.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthKeyboardInteractive,next,Complex Method,Cyclomatic complexity of the method is 11
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthKeyboardInteractive,next,Missing default,The following switch statement is missing a default case: switch (cmd) {
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth,UserAuthKeyboardInteractive,init,Magic Number,The method contains a magic number: 3
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth,UserAuthKeyboardInteractive,process,Complex Conditional,The conditional expression num == 1 && current != null && !echo[0] && prompt[0].toLowerCase().startsWith("password:") is complex.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth,UserAuthKeyboardInteractive,process,Complex Method,Cyclomatic complexity of the method is 12
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,AbstractClientChannel,waitFor,Complex Method,Cyclomatic complexity of the method is 12
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,AbstractClientChannel,waitFor,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,ChannelSession,securedRead,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,PtyCapableChannelSession,PtyCapableChannelSession,Magic Number,The method contains a magic number: 80
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,PtyCapableChannelSession,PtyCapableChannelSession,Magic Number,The method contains a magic number: 24
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,PtyCapableChannelSession,PtyCapableChannelSession,Magic Number,The method contains a magic number: 640
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,PtyCapableChannelSession,PtyCapableChannelSession,Magic Number,The method contains a magic number: 480
mina-sshd-sshd-0.14.0,org.apache.sshd.client.channel,PtyCapableChannelSession,setupSensibleDefaultPty,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client,SftpClient,read,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client,SftpClient,write,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client,UserInteraction,interactive,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client.kex,AbstractDHGClient,init,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client.kex,AbstractDHGClient,next,Long Statement,The length of the statement "throw new SshException(SshConstants.SSH2_DISCONNECT_KEY_EXCHANGE_FAILED`"Protocol error: expected packet SSH_MSG_KEXDH_REPLY` got " + cmd);" is 139.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.kex,DHGEX,init,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client.kex,DHGEX,next,Long Statement,The length of the statement "throw new SshException(SshConstants.SSH2_DISCONNECT_KEY_EXCHANGE_FAILED`"Protocol error: expected packet " + expected + "` got "+ cmd);" is 135.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.keyverifier,AcceptAllServerKeyVerifier,verifyServerKey,Long Statement,The length of the statement "log.warn("Server at {} presented unverified {} key: {}"`new Object[]{remoteAddress`serverKey.getAlgorithm()`KeyUtils.getFingerPrint(serverKey)});" is 145.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.scp,DefaultScpClient,download,Long Statement,The length of the statement "helper.receive(target`options.contains(Option.Recursive)`options.contains(Option.TargetIsDirectory)`options.contains(Option.PreserveAttributes)`ScpHelper.DEFAULT_RECEIVE_BUFFER_SIZE);" is 183.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.scp,DefaultScpClient,upload,Long Statement,The length of the statement "helper.send(Arrays.asList(local)`options.contains(Option.Recursive)`options.contains(Option.PreserveAttributes)`ScpHelper.DEFAULT_SEND_BUFFER_SIZE);" is 148.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,ClientSessionImpl,Complex Conditional,The conditional expression factories == null || factories.isEmpty() || factories.size() > 2 is complex.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,ClientSessionImpl,Magic Number,The method contains a magic number: 2
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,switchToNoneCipher,Long Statement,The length of the statement "if (!(currentService instanceof AbstractConnectionService) || !((AbstractConnectionService)currentService).getChannels().isEmpty()) {" is 133.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,switchToNoneCipher,Long Statement,The length of the statement "if (!serverProposal[SshConstants.PROPOSAL_ENC_ALGS_CTOS].matches("(^|.*`)none($|`.*)") || !serverProposal[SshConstants.PROPOSAL_ENC_ALGS_STOC].matches("(^|.*`)none($|`.*)")) {" is 175.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,switchToNoneCipher,Long Statement,The length of the statement "else if (!clientProposal[SshConstants.PROPOSAL_ENC_ALGS_CTOS].matches("(^|.*`)none($|`.*)") || !clientProposal[SshConstants.PROPOSAL_ENC_ALGS_STOC].matches("(^|.*`)none($|`.*)")) {" is 180.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,waitFor,Complex Method,Cyclomatic complexity of the method is 10
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,waitFor,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientSessionImpl,readIdentification,Long Statement,The length of the statement "throw new SshException(SshConstants.SSH2_DISCONNECT_PROTOCOL_VERSION_NOT_SUPPORTED`"Unsupported protocol version: " + serverVersion);" is 133.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.session,ClientUserAuthServiceNew,processUserAuth,Complex Method,Cyclomatic complexity of the method is 11
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,receive,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,receive,Magic Number,The method contains a magic number: 5
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,receive,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,receive,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,receive,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,process,Magic Number,The method contains a magic number: 5
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,send,Magic Number,The method contains a magic number: 5
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Magic Number,The method contains a magic number: 5
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Magic Number,The method contains a magic number: 4
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,init,Magic Number,The method contains a magic number: 5
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,init,Magic Number,The method contains a magic number: 3
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,init,Magic Number,The method contains a magic number: 3
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,writeAttributes,Complex Method,Cyclomatic complexity of the method is 10
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,open,Complex Method,Cyclomatic complexity of the method is 8
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,write,Complex Conditional,The conditional expression fileOffset < 0 || srcoff < 0 || len < 0 is complex.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,write,Long Parameter List,The method has 5 parameters. 
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,write,Long Statement,The length of the statement "throw new IllegalArgumentException("cannot read bytes " + srcoff + " to "+ (srcoff + len)+ " when array is only of length "+ src.length);" is 137.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,readDir,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,iterator,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,load,Empty catch clause,The method has an empty catch block.
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Complex Method,Cyclomatic complexity of the method is 9
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Magic Number,The method contains a magic number: 32
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,read,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,write,Magic Number,The method contains a magic number: 32
mina-sshd-sshd-0.14.0,org.apache.sshd.client.sftp,DefaultSftpClient,write,Magic Number,The method contains a magic number: 1024
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Complex Method,Cyclomatic complexity of the method is 14
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "signatureFactories=Arrays.asList(new SignatureECDSA.NISTP256Factory()`new SignatureECDSA.NISTP384Factory()`new SignatureECDSA.NISTP521Factory()`new SignatureDSA.Factory()`new SignatureRSA.Factory());" is 199.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "signatureFactories=Arrays.asList(new SignatureECDSA.NISTP256Factory()`new SignatureECDSA.NISTP384Factory()`new SignatureECDSA.NISTP521Factory()`new SignatureDSA.Factory()`new SignatureRSA.Factory());" is 199.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "macFactories=Arrays.asList(new HMACSHA256.Factory()`new HMACSHA512.Factory()`new HMACSHA1.Factory()`new HMACMD5.Factory()`new HMACSHA196.Factory()`new HMACMD596.Factory());" is 172.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Complex Method,Cyclomatic complexity of the method is 9
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.client.kex.DHGEX256.Factory()`new org.apache.sshd.client.kex.DHGEX.Factory()`new org.apache.sshd.client.kex.ECDHP256.Factory()`new org.apache.sshd.client.kex.ECDHP384.Factory()`new org.apache.sshd.client.kex.ECDHP521.Factory()`new org.apache.sshd.client.kex.DHG14.Factory()`new org.apache.sshd.client.kex.DHG1.Factory());" is 376.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.client.kex.DHGEX256.Factory()`new org.apache.sshd.client.kex.DHGEX.Factory()`new org.apache.sshd.client.kex.ECDHP256.Factory()`new org.apache.sshd.client.kex.ECDHP384.Factory()`new org.apache.sshd.client.kex.ECDHP521.Factory()`new org.apache.sshd.client.kex.DHG1.Factory());" is 329.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.client.kex.DHGEX256.Factory()`new org.apache.sshd.client.kex.DHGEX.Factory()`new org.apache.sshd.client.kex.DHG1.Factory());" is 179.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Complex Method,Cyclomatic complexity of the method is 9
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.server.kex.DHGEX256.Factory()`new org.apache.sshd.server.kex.DHGEX.Factory()`new org.apache.sshd.server.kex.ECDHP256.Factory()`new org.apache.sshd.server.kex.ECDHP384.Factory()`new org.apache.sshd.server.kex.ECDHP521.Factory()`new org.apache.sshd.server.kex.DHG14.Factory()`new org.apache.sshd.server.kex.DHG1.Factory());" is 376.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.server.kex.DHGEX256.Factory()`new org.apache.sshd.server.kex.DHGEX.Factory()`new org.apache.sshd.server.kex.ECDHP256.Factory()`new org.apache.sshd.server.kex.ECDHP384.Factory()`new org.apache.sshd.server.kex.ECDHP521.Factory()`new org.apache.sshd.server.kex.DHG1.Factory());" is 329.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.server.kex.DHGEX256.Factory()`new org.apache.sshd.server.kex.DHGEX.Factory()`new org.apache.sshd.server.kex.DHG1.Factory());" is 179.
mina-sshd-sshd-0.14.0,org.apache.sshd,SshBuilder,fillWithDefaultValues,Long Statement,The length of the statement "globalRequestHandlers=Arrays.asList(new KeepAliveHandler()`new NoMoreSessionsHandler()`new TcpipForwardHandler()`new CancelTcpipForwardHandler());" is 146.
mina-sshd-sshd-0.14.0,org.apache.sshd,BaseBuilder,fillWithDefaultValues,Complex Method,Cyclomatic complexity of the method is 14
mina-sshd-sshd-0.14.0,org.apache.sshd,BaseBuilder,fillWithDefaultValues,Long Statement,The length of the statement "signatureFactories=Arrays.asList(new SignatureECDSA.NISTP256Factory()`new SignatureECDSA.NISTP384Factory()`new SignatureECDSA.NISTP521Factory()`new SignatureDSA.Factory()`new SignatureRSA.Factory());" is 199.
mina-sshd-sshd-0.14.0,org.apache.sshd,BaseBuilder,fillWithDefaultValues,Long Statement,The length of the statement "signatureFactories=Arrays.asList(new SignatureECDSA.NISTP256Factory()`new SignatureECDSA.NISTP384Factory()`new SignatureECDSA.NISTP521Factory()`new SignatureDSA.Factory()`new SignatureRSA.Factory());" is 199.
mina-sshd-sshd-0.14.0,org.apache.sshd,BaseBuilder,fillWithDefaultValues,Long Statement,The length of the statement "macFactories=Arrays.asList(new HMACSHA256.Factory()`new HMACSHA512.Factory()`new HMACSHA1.Factory()`new HMACMD5.Factory()`new HMACSHA196.Factory()`new HMACMD596.Factory());" is 172.
mina-sshd-sshd-0.14.0,org.apache.sshd,ClientBuilder,fillWithDefaultValues,Complex Method,Cyclomatic complexity of the method is 9
mina-sshd-sshd-0.14.0,org.apache.sshd,ClientBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.client.kex.DHGEX256.Factory()`new org.apache.sshd.client.kex.DHGEX.Factory()`new org.apache.sshd.client.kex.ECDHP256.Factory()`new org.apache.sshd.client.kex.ECDHP384.Factory()`new org.apache.sshd.client.kex.ECDHP521.Factory()`new org.apache.sshd.client.kex.DHG14.Factory()`new org.apache.sshd.client.kex.DHG1.Factory());" is 376.
mina-sshd-sshd-0.14.0,org.apache.sshd,ClientBuilder,fillWithDefaultValues,Long Statement,The length of the statement "keyExchangeFactories=Arrays.asList(new org.apache.sshd.client.kex.DHGEX256.Factory()`new org.apache.sshd.client.kex.DHGEX.Factory()`new org.apache.sshd.client.kex.ECDHP256.Factory()`new org.apache.sshd.client.kex.ECDHP384.Factory()`new org.apache.sshd.client.kex.ECDHP521.Factory()`new org.apache.sshd.client.kex.DHG1.Factory());" is 329.
