Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpGet,main,Long Statement,The length of the statement "HttpProcessor httpproc=HttpProcessorBuilder.create().add(new RequestContent()).add(new RequestTargetHost()).add(new RequestConnControl()).add(new RequestUserAgent("Test/1.1")).add(new RequestExpectContinue(true)).build();" is 221.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpGet,main,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpGet,main,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpGet,main,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Long Statement,The length of the statement "HttpProcessor httpproc=HttpProcessorBuilder.create().add(new RequestContent()).add(new RequestTargetHost()).add(new RequestConnControl()).add(new RequestUserAgent("Test/1.1")).add(new RequestExpectContinue(true)).build();" is 221.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Long Statement,The length of the statement "HttpEntity[] requestBodies={new StringEntity("This is the first test request"`ContentType.create("text/plain"`Consts.UTF_8))`new ByteArrayEntity("This is the second test request".getBytes(Consts.UTF_8)`ContentType.APPLICATION_OCTET_STREAM)`new InputStreamEntity(new ByteArrayInputStream("This is the third test request (will be chunked)".getBytes(Consts.UTF_8))`ContentType.APPLICATION_OCTET_STREAM)};" is 401.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Long Statement,The length of the statement "BasicHttpEntityEnclosingRequest request=new BasicHttpEntityEnclosingRequest("POST"`"/servlets-examples/servlet/RequestInfoExample");" is 132.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalHttpPost,main,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Long Statement,The length of the statement "final HttpProcessor httpproc=HttpProcessorBuilder.create().add(new RequestContent()).add(new RequestTargetHost()).add(new RequestConnControl()).add(new RequestUserAgent("Test/1.1")).add(new RequestExpectContinue(true)).build();" is 227.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Long Statement,The length of the statement "HttpHost[] targets={new HttpHost("www.google.com"`80)`new HttpHost("www.yahoo.com"`80)`new HttpHost("www.apache.com"`80)};" is 122.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Magic Number,The method contains a magic number: 2
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Magic Number,The method contains a magic number: 2
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Magic Number,The method contains a magic number: 80
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Magic Number,The method contains a magic number: 80
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalPoolingHttpGet,main,Magic Number,The method contains a magic number: 80
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,main,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,handle,Magic Number,The method contains a magic number: 80
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,RequestListenerThread,Long Statement,The length of the statement "final HttpProcessor inhttpproc=new ImmutableHttpProcessor(new ResponseDate()`new ResponseServer("Test/1.1")`new ResponseContent()`new ResponseConnControl());" is 157.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,RequestListenerThread,Long Statement,The length of the statement "final HttpProcessor outhttpproc=new ImmutableHttpProcessor(new RequestContent()`new RequestTargetHost()`new RequestConnControl()`new RequestUserAgent("Test/1.1")`new RequestExpectContinue(true));" is 195.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,run,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,run,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ElementalReverseProxy,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ProxyHandler,handle,Magic Number,The method contains a magic number: 80
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,RequestListenerThread,RequestListenerThread,Long Statement,The length of the statement "final HttpProcessor inhttpproc=new ImmutableHttpProcessor(new ResponseDate()`new ResponseServer("Test/1.1")`new ResponseContent()`new ResponseConnControl());" is 157.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,RequestListenerThread,RequestListenerThread,Long Statement,The length of the statement "final HttpProcessor outhttpproc=new ImmutableHttpProcessor(new RequestContent()`new RequestTargetHost()`new RequestConnControl()`new RequestUserAgent("Test/1.1")`new RequestExpectContinue(true));" is 195.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,RequestListenerThread,run,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,RequestListenerThread,run,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ProxyThread,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,ProxyThread,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Long Statement,The length of the statement "final HttpServer server=ServerBootstrap.bootstrap().setListenerPort(port).setServerInfo("Test/1.1").setSocketConfig(socketConfig).setSslContext(sslContext).setExceptionLogger(new StdErrorExceptionLogger()).registerHandler("*"`new HttpFileHandler(docRoot)).create();" is 265.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Magic Number,The method contains a magic number: 2
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Magic Number,The method contains a magic number: 8443
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Magic Number,The method contains a magic number: 15000
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,main,Magic Number,The method contains a magic number: 5
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,run,Magic Number,The method contains a magic number: 5
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,handle,Complex Conditional,The conditional expression !method.equals("GET") && !method.equals("HEAD") && !method.equals("POST") is complex.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,handle,Long Statement,The length of the statement "StringEntity entity=new StringEntity("<html><body><h1>File" + file.getPath() + " not found</h1></body></html>"`ContentType.create("text/html"`"UTF-8"));" is 152.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileServer,handle,Long Statement,The length of the statement "StringEntity entity=new StringEntity("<html><body><h1>Access denied</h1></body></html>"`ContentType.create("text/html"`"UTF-8"));" is 129.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileHandler,handle,Complex Conditional,The conditional expression !method.equals("GET") && !method.equals("HEAD") && !method.equals("POST") is complex.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileHandler,handle,Long Statement,The length of the statement "StringEntity entity=new StringEntity("<html><body><h1>File" + file.getPath() + " not found</h1></body></html>"`ContentType.create("text/html"`"UTF-8"));" is 152.
httpcomponents-core-rel-v4.4.12,org.apache.http.examples,HttpFileHandler,handle,Long Statement,The length of the statement "StringEntity entity=new StringEntity("<html><body><h1>Access denied</h1></body></html>"`ContentType.create("text/html"`"UTF-8"));" is 129.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testCancelled,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCompleted,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCompleted,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCompleted,Magic Number,The method contains a magic number: 60
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncFailed,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncFailed,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncFailed,Magic Number,The method contains a magic number: 60
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCancelled,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCancelled,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncCancelled,Magic Number,The method contains a magic number: 60
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Magic Number,The method contains a magic number: 100
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncTimeout,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,testAsyncTimeout,Magic Number,The method contains a magic number: 200
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http.concurrent,TestBasicFuture,run,Magic Number,The method contains a magic number: 200
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,ConnectionConfig,Long Parameter List,The method has 6 parameters. 
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,toString,Long Statement,The length of the statement "builder.append("[bufferSize=").append(this.bufferSize).append("` fragmentSizeHint=").append(this.fragmentSizeHint).append("` charset=").append(this.charset).append("` malformedInputAction=").append(this.malformedInputAction).append("` unmappableInputAction=").append(this.unmappableInputAction).append("` messageConstraints=").append(this.messageConstraints).append("]");" is 371.
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,copy,Long Statement,The length of the statement "return new Builder().setBufferSize(config.getBufferSize()).setCharset(config.getCharset()).setFragmentSizeHint(config.getFragmentSizeHint()).setMalformedInputAction(config.getMalformedInputAction()).setUnmappableInputAction(config.getUnmappableInputAction()).setMessageConstraints(config.getMessageConstraints());" is 313.
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,build,Complex Conditional,The conditional expression cs == null && (malformedInputAction != null || unmappableInputAction != null) is complex.
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,build,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.config,ConnectionConfig,build,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.config,Builder,build,Complex Conditional,The conditional expression cs == null && (malformedInputAction != null || unmappableInputAction != null) is complex.
httpcomponents-core-rel-v4.4.12,org.apache.http.config,Builder,build,Magic Number,The method contains a magic number: 8
httpcomponents-core-rel-v4.4.12,org.apache.http.config,Builder,build,Magic Number,The method contains a magic number: 1024
httpcomponents-core-rel-v4.4.12,org.apache.http.config,SocketConfig,SocketConfig,Long Parameter List,The method has 8 parameters. 
httpcomponents-core-rel-v4.4.12,org.apache.http.config,SocketConfig,toString,Long Statement,The length of the statement "builder.append("[soTimeout=").append(this.soTimeout).append("` soReuseAddress=").append(this.soReuseAddress).append("` soLinger=").append(this.soLinger).append("` soKeepAlive=").append(this.soKeepAlive).append("` tcpNoDelay=").append(this.tcpNoDelay).append("` sndBufSize=").append(this.sndBufSize).append("` rcvBufSize=").append(this.rcvBufSize).append("` backlogSize=").append(this.backlogSize).append("]");" is 409.
httpcomponents-core-rel-v4.4.12,org.apache.http.config,SocketConfig,copy,Long Statement,The length of the statement "return new Builder().setSoTimeout(config.getSoTimeout()).setSoReuseAddress(config.isSoReuseAddress()).setSoLinger(config.getSoLinger()).setSoKeepAlive(config.isSoKeepAlive()).setTcpNoDelay(config.isTcpNoDelay()).setSndBufSize(config.getSndBufSize()).setRcvBufSize(config.getRcvBufSize()).setBacklogSize(config.getBacklogSize());" is 328.
httpcomponents-core-rel-v4.4.12,org.apache.http,HttpException,clean,Magic Number,The method contains a magic number: 2
httpcomponents-core-rel-v4.4.12,org.apache.http,HttpHost,create,Magic Number,The method contains a magic number: 3
httpcomponents-core-rel-v4.4.12,org.apache.http,HttpHost,toHostString,Magic Number,The method contains a magic number: 6
httpcomponents-core-rel-v4.4.12,org.apache.http,HttpHost,equals,Long Statement,The length of the statement "return this.lcHostname.equals(that.lcHostname) && this.port == that.port && this.schemeName.equals(that.schemeName) && (this.address == null ? that.address == null : this.address.equals(that.address));" is 201.
httpcomponents-core-rel-v4.4.12,org.apache.http,HttpVersion,forVersion,Magic Number,The method contains a magic number: 9
httpcomponents-core-rel-v4.4.12,org.apache.http,ProtocolVersion,hashCode,Magic Number,The method contains a magic number: 100000
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Empty catch clause,The method has an empty catch block.
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Magic Number,The method contains a magic number: 8080
httpcomponents-core-rel-v4.4.12,org.apache.http,TestHttpHost,testConstructor,Magic Number,The method contains a magic number: 443
